Year,sigName,계,계,종합병원,종합병원,병원,병원,의원,의원,요양병원,요양병원,치과병원,치과병원,치과의원,치과의원,한방병원,한방병원,한방의원,한방의원,조산소,조산소,특수병원,특수병원,부속병의원,부속병의원,노인전문병원,노인전문병원,결핵병원,결핵병원,정신병원,정신병원,조산원,조산원
2007,관악구,604,"1,865",2,288,5,365,298,"1,143",1,50,1,-,168,-,-,-,129,19,-,-,-,-,,,,,,,,,,
2008,관악구,614,"1,773",2,322,5,398,301,914,1,139,1,-,176,-,-,-,128,-,-,-,-,-,,,,,,,,,,
2009,관악구,634,"1,282",2,304,6,442,307,369,1,167,1,-,183,-,-,-,134,-,-,-,-,-,,,,,,,,,,
2010,관악구,657,"1,952",2,313,6,329,311,942,2,368,1,-,193,-,-,-,141,-,,,,,1,-,-,-,-,-,-,-,-,-
2011,관악구,652,"2,052",2,313,5,329,309,980,2,407,-,-,191,-,-,-,141,23,,,,,2,-,-,-,-,-,-,-,-,-
2012,관악구,651,"1,903",2,313,4,266,305,865,2,407,-,-,192,-,-,-,144,52,,,,,2,-,-,-,-,-,-,-,-,-
2013,관악구,659,"2,166",2,458,6,388,302,810,2,433,-,-,195,-,-,-,150,77,,,,,2,-,-,-,-,-,-,-,-,-
2014,관악구,661,"2,386",2,463,7,456,296,780,3,610,-,-,197,-,-,-,154,77,,,,,2,-,-,-,-,-,-,-,-,-
2015,관악구,664,"2,418",2,461,8,478,301,754,3,645,1,-,196,-,-,-,151,80,,,,,2,-,-,-,-,-,-,-,-,-
2016,관악구,666,"2,435",2,472,8,534,299,673,3,676,1,-,202,-,-,-,149,80,,,,,2,-,-,-,-,-,-,-,-,-
2017,관악구,673,"2,341",2,479,8,515,300,577,3,692,1,-,205,-,-,-,154,78,,,,,-,-,-,-,-,-,-,-,-,-
2018,관악구,681,"2,406",2,484,9,604,306,527,3,677,1,-,203,-,-,-,154,114,,,,,3,-,-,-,-,-,-,-,-,-
2019,관악구,693,"2,353",1,287,10,786,318,476,3,666,1,-,203,-,2,30,152,108,,,,,3,-,-,-,-,-,-,-,-,-
